transaction_id,date,merchant,category,amount,currency,status,department,cost_center,po_number,invoice_number,description,employee,approval_status
TXN-03601,2024-02-22,Google Cloud,Software - Cloud,1850,USD,pending,Sales,CC-002,PO-59248,INV-608094,Google Cloud - Software - Cloud,EMP-1129,Pending
TXN-03602,2024-02-05,LawDepot,Legal Services,1000,USD,delivered,Engineering,CC-001,PO-74904,INV-227976,LawDepot - Legal Services,EMP-1192,Rejected
TXN-03603,2024-08-05,Datadog,Software - Monitoring,400,USD,pending,Marketing,CC-004,PO-85392,INV-348753,Datadog - Software - Monitoring,EMP-1154,Approved
TXN-03604,2024-02-03,Chipotle,Meals & Entertainment,10,USD,paid,Engineering,CC-003,PO-72295,INV-842610,Chipotle - Meals & Entertainment,EMP-1097,Pending
TXN-03605,2024-03-20,DHL,Shipping & Logistics,150,USD,paid,Sales,CC-001,PO-14560,INV-670818,DHL - Shipping & Logistics,EMP-1026,Rejected
TXN-03606,2025-01-15,HubSpot,Marketing - Software,200,USD,pending,Finance,CC-004,PO-21626,INV-682417,HubSpot - Marketing - Software,EMP-1108,Approved
TXN-03607,2024-04-01,Datadog,Software - Monitoring,1500,USD,completed,Marketing,CC-001,PO-12949,INV-778034,Datadog - Software - Monitoring,EMP-1231,Pending
TXN-03608,2025-01-21,Xero,Accounting Software,400,USD,completed,Engineering,CC-001,,INV-605597,Xero - Accounting Software,EMP-1061,Rejected
TXN-03609,2024-08-05,Datadog,Software - Monitoring,400,USD,delivered,HR,CC-002,PO-36805,INV-722554,Datadog - Software - Monitoring,EMP-1055,Approved
TXN-03610,2024-06-22,Accenture,Professional Services,3000,USD,paid,HR,CC-001,PO-32358,INV-318597,Accenture - Professional Services,EMP-1226,Rejected
TXN-03611,2025-03-09,Deloitte,Professional Services,25000,USD,paid,Sales,CC-004,PO-46532,INV-848578,Deloitte - Professional Services,EMP-1183,Approved
TXN-03612,2024-11-08,AWS Inc,Software - Cloud,1000,USD,invoiced,Operations,CC-004,PO-89945,INV-820551,AWS Inc - Software - Cloud,EMP-1069,Rejected
TXN-03613,2024-11-04,AT&T,Utilities - Telecom,150,USD,paid,Finance,CC-001,PO-34269,INV-892060,AT&T - Utilities - Telecom,EMP-1113,Rejected
TXN-03614,2024-10-19,QuickBooks,Accounting Software,600,USD,invoiced,HR,CC-001,PO-19518,INV-572023,QuickBooks - Accounting Software,EMP-1007,Rejected
TXN-03615,2024-11-14,Airbnb,Travel - Lodging,80,USD,paid,Engineering,CC-001,PO-71452,INV-335689,Airbnb - Travel - Lodging,EMP-1057,Rejected
TXN-03616,2024-05-29,American Airlines,Travel - Airfare,950,USD,completed,Marketing,CC-004,PO-79586,INV-668100,American Airlines - Travel - Airfare,EMP-1217,Approved
TXN-03617,2024-10-13,Best Buy,Hardware - Equipment,100,USD,pending,Sales,CC-005,PO-84887,INV-574875,Best Buy - Hardware - Equipment,EMP-1109,Rejected
TXN-03618,2024-02-18,AT&T,Utilities - Telecom,80,USD,delivered,Engineering,CC-002,PO-97023,INV-741768,AT&T - Utilities - Telecom,EMP-1007,Approved
TXN-03619,2024-02-07,Salesforce,Software - SaaS,2500,USD,paid,Sales,CC-005,PO-12786,INV-898520,Salesforce - Software - SaaS,EMP-1019,Rejected
TXN-03620,2024-10-16,Uber Inc,Travel - Ground,120,USD,delivered,HR,CC-003,PO-66187,INV-673759,Uber Inc - Travel - Ground,EMP-1119,Pending
TXN-03621,2024-03-22,Xero,Accounting Software,99,USD,completed,HR,CC-005,PO-57941,INV-262731,Xero - Accounting Software,EMP-1036,Pending
TXN-03622,2024-10-21,IKEA,Furniture - Fixed Asset,300,USD,delivered,Operations,CC-005,PO-85898,INV-690965,IKEA - Furniture - Fixed Asset,EMP-1170,Rejected
TXN-03623,2024-07-26,Apple,Hardware - Equipment,199,USD,pending,Engineering,CC-003,PO-73387,INV-388505,Apple - Hardware - Equipment,EMP-1203,Approved
TXN-03624,2024-03-22,AT&T,Utilities - Telecom,150,USD,invoiced,Operations,CC-003,PO-16856,INV-110845,AT&T - Utilities - Telecom,EMP-1108,Approved
TXN-03625,2024-06-13,Stripe,Software - Payments,2500,USD,paid,Operations,CC-003,PO-28331,INV-179397,Stripe - Software - Payments,EMP-1021,Pending
TXN-03626,2024-01-14,Airbnb,Travel - Lodging,80,USD,pending,Engineering,CC-002,,INV-244022,Airbnb - Travel - Lodging,EMP-1025,Approved
TXN-03627,2024-11-16,Amazon Business,Office Supplies,100,USD,pending,Operations,CC-002,PO-87797,INV-705562,Amazon Business - Office Supplies,EMP-1068,Rejected
TXN-03628,2024-09-09,Chipotle,Meals & Entertainment,15,USD,pending,Marketing,CC-002,PO-71578,INV-421973,Chipotle - Meals & Entertainment,EMP-1037,Pending
TXN-03629,2024-01-02,UPS,Shipping & Logistics,120,USD,completed,Engineering,CC-001,PO-88838,INV-900037,UPS - Shipping & Logistics,EMP-1150,Pending
TXN-03630,2024-09-16,Facebook Ads,Marketing - Digital,2000,USD,invoiced,Marketing,CC-001,PO-62032,INV-127714,Facebook Ads - Marketing - Digital,EMP-1095,Pending
TXN-03631,2024-07-17,PwC,Professional Services,40000,USD,invoiced,Finance,CC-004,PO-33234,INV-414822,PwC - Professional Services,EMP-1214,Rejected
TXN-03632,2024-12-21,Microsoft Azure,Software - Cloud,1500,USD,invoiced,HR,CC-004,PO-24946,INV-947020,Microsoft Azure - Software - Cloud,EMP-1045,Pending
TXN-03633,2024-04-08,Southwest Airlines,Travel - Airfare,1000,USD,completed,Finance,CC-003,PO-12805,INV-884775,Southwest Airlines - Travel - Airfare,EMP-1006,Approved
TXN-03634,2024-06-20,Lyft,Travel - Ground,40,USD,invoiced,Operations,CC-002,,INV-242064,Lyft - Travel - Ground,EMP-1240,Rejected
TXN-03635,2025-01-11,Steelcase,Furniture - Fixed Asset,600,USD,invoiced,Engineering,CC-002,,INV-518340,Steelcase - Furniture - Fixed Asset,EMP-1117,Approved
TXN-03636,2024-07-03,Facebook Ads,Marketing - Digital,2000,USD,invoiced,HR,CC-005,PO-30546,INV-221021,Facebook Ads - Marketing - Digital,EMP-1085,Pending
TXN-03637,2024-07-26,Dell,Hardware - Equipment,500,USD,invoiced,Marketing,CC-005,,INV-426236,Dell - Hardware - Equipment,EMP-1106,Pending
TXN-03638,2024-12-17,PwC,Professional Services,4000,USD,delivered,Sales,CC-003,PO-82002,INV-362307,PwC - Professional Services,EMP-1223,Pending
TXN-03639,2025-03-21,DoorDash,Meals & Entertainment,25,USD,pending,Sales,CC-001,PO-80835,INV-911986,DoorDash - Meals & Entertainment,EMP-1178,Approved
TXN-03640,2025-03-01,Staples,Office Supplies,500,USD,completed,HR,CC-005,PO-73853,INV-635712,Staples - Office Supplies,EMP-1235,Approved
TXN-03641,2024-03-27,United Airlines,Travel - Airfare,2500,USD,invoiced,Operations,CC-004,PO-38312,INV-932771,United Airlines - Travel - Airfare,EMP-1141,Approved
TXN-03642,2024-06-05,American Airlines,Travel - Airfare,950,USD,invoiced,Finance,CC-001,PO-75186,INV-286345,American Airlines - Travel - Airfare,EMP-1111,Rejected
TXN-03643,2024-04-29,PwC,Professional Services,8000,USD,completed,Finance,CC-005,PO-60282,INV-270938,PwC - Professional Services,EMP-1189,Rejected
TXN-03644,2024-03-27,DoorDash,Meals & Entertainment,25,USD,pending,Engineering,CC-004,PO-72420,INV-295307,DoorDash - Meals & Entertainment,EMP-1179,Pending
TXN-03645,2025-02-04,Google Ads,Marketing - Digital,500,USD,pending,Engineering,CC-001,PO-84268,INV-486154,Google Ads - Marketing - Digital,EMP-1036,Rejected
TXN-03646,2024-10-22,Comcast,Utilities - Internet,120,USD,completed,Engineering,CC-003,PO-12785,INV-461395,Comcast - Utilities - Internet,EMP-1049,Rejected
TXN-03647,2024-09-10,UberEats,Meals & Entertainment,100,USD,invoiced,Sales,CC-001,PO-28230,INV-423751,UberEats - Meals & Entertainment,EMP-1201,Pending
TXN-03648,2025-01-24,Restaurants.com,Meals & Entertainment,80,USD,delivered,Marketing,CC-004,PO-73306,INV-167067,Restaurants.com - Meals & Entertainment,EMP-1075,Approved
TXN-03649,2024-05-19,Best Buy,Hardware - Equipment,100,USD,paid,Finance,CC-001,PO-26138,INV-226785,Best Buy - Hardware - Equipment,EMP-1136,Rejected
TXN-03650,2025-02-10,Dell,Hardware - Equipment,2500,USD,pending,Marketing,CC-003,,INV-771677,Dell - Hardware - Equipment,EMP-1052,Rejected
TXN-03651,2024-08-01,DoorDash,Meals & Entertainment,200,USD,paid,Operations,CC-004,PO-61704,INV-803771,DoorDash - Meals & Entertainment,EMP-1092,Rejected
TXN-03652,2024-01-13,Southwest Airlines,Travel - Airfare,1000,USD,pending,Marketing,CC-004,PO-38204,INV-569408,Southwest Airlines - Travel - Airfare,EMP-1027,Approved
TXN-03653,2024-08-06,IKEA,Furniture - Fixed Asset,100,USD,pending,Finance,CC-003,PO-87930,INV-243898,IKEA - Furniture - Fixed Asset,EMP-1240,Pending
TXN-03654,2025-02-21,Accenture,Professional Services,3000,USD,invoiced,Sales,CC-001,PO-58534,INV-494201,Accenture - Professional Services,EMP-1187,Approved
TXN-03655,2024-09-14,Time Warner,Utilities - Internet,60,USD,paid,Operations,CC-004,PO-91011,INV-473421,Time Warner - Utilities - Internet,EMP-1218,Rejected
TXN-03656,2025-03-08,IKEA,Furniture - Fixed Asset,1200,USD,delivered,Marketing,CC-002,PO-59036,INV-715898,IKEA - Furniture - Fixed Asset,EMP-1177,Pending
TXN-03657,2024-09-05,Time Warner,Utilities - Internet,60,USD,pending,Operations,CC-003,PO-20337,INV-684845,Time Warner - Utilities - Internet,EMP-1112,Pending
TXN-03658,2024-05-19,Restaurants.com,Meals & Entertainment,80,USD,delivered,Finance,CC-005,PO-48906,INV-672402,Restaurants.com - Meals & Entertainment,EMP-1215,Pending
TXN-03659,2024-09-14,Marriott Hotels,Travel - Lodging,800,USD,paid,Sales,CC-003,PO-93785,INV-309918,Marriott Hotels - Travel - Lodging,EMP-1159,Rejected
TXN-03660,2024-03-31,Uber,Travel - Ground,15,USD,paid,Finance,CC-004,PO-86147,INV-274585,Uber - Travel - Ground,EMP-1150,Rejected
TXN-03661,2025-01-18,UPS,Shipping & Logistics,120,USD,delivered,HR,CC-003,PO-40828,INV-342112,UPS - Shipping & Logistics,EMP-1062,Rejected
TXN-03662,2024-05-18,Microsoft Azure,Software - Cloud,1500,USD,invoiced,Sales,CC-003,PO-95655,INV-557347,Microsoft Azure - Software - Cloud,EMP-1073,Pending
TXN-03663,2024-05-25,Grubhub,Meals & Entertainment,50,USD,completed,Engineering,CC-002,PO-86639,INV-856628,Grubhub - Meals & Entertainment,EMP-1226,Rejected
TXN-03664,2024-12-14,Apple,Hardware - Equipment,1999,USD,delivered,Sales,CC-004,PO-82884,INV-716630,Apple - Hardware - Equipment,EMP-1249,Rejected
TXN-03665,2025-02-24,Lenovo,Hardware - Equipment,1000,USD,completed,Operations,CC-003,,INV-747375,Lenovo - Hardware - Equipment,EMP-1047,Rejected
TXN-03666,2025-01-12,DoorDash,Meals & Entertainment,200,USD,invoiced,HR,CC-004,PO-30750,INV-602059,DoorDash - Meals & Entertainment,EMP-1074,Approved
TXN-03667,2024-07-01,Twilio,Software - Communications,1000,USD,invoiced,Engineering,CC-003,PO-98896,INV-948881,Twilio - Software - Communications,EMP-1015,Approved
TXN-03668,2024-09-08,Apple,Hardware - Equipment,199,USD,invoiced,Sales,CC-003,PO-52470,INV-412553,Apple - Hardware - Equipment,EMP-1162,Approved
TXN-03669,2025-03-04,UPS,Shipping & Logistics,350,USD,completed,Engineering,CC-003,,INV-706582,UPS - Shipping & Logistics,EMP-1243,Pending
TXN-03670,2024-04-19,HubSpot,Marketing - Software,500,USD,completed,Sales,CC-004,PO-28217,INV-762994,HubSpot - Marketing - Software,EMP-1243,Approved
TXN-03671,2024-09-24,Facebook Ads,Marketing - Digital,300,USD,completed,Operations,CC-002,,INV-988960,Facebook Ads - Marketing - Digital,EMP-1133,Rejected
TXN-03672,2024-01-23,FedEx,Shipping & Logistics,500,USD,delivered,Marketing,CC-004,PO-65158,INV-843406,FedEx - Shipping & Logistics,EMP-1182,Approved
TXN-03673,2024-01-11,Grubhub,Meals & Entertainment,25,USD,completed,Finance,CC-002,PO-83895,INV-527173,Grubhub - Meals & Entertainment,EMP-1124,Rejected
TXN-03674,2024-07-27,Marriott Hotels,Travel - Lodging,150,USD,delivered,Sales,CC-002,PO-80446,INV-520422,Marriott Hotels - Travel - Lodging,EMP-1009,Pending
TXN-03675,2024-10-08,GitHub,Software - Development,21,USD,delivered,Marketing,CC-005,PO-26812,INV-682273,GitHub - Software - Development,EMP-1002,Rejected
TXN-03676,2024-04-13,Lenovo,Hardware - Equipment,400,USD,delivered,HR,CC-002,PO-39372,INV-662339,Lenovo - Hardware - Equipment,EMP-1239,Pending
TXN-03677,2024-01-15,Office Depot,Office Supplies,200,USD,paid,Marketing,CC-002,PO-38063,INV-757747,Office Depot - Office Supplies,EMP-1211,Rejected
TXN-03678,2024-01-14,Marriott Hotels,Travel - Lodging,150,USD,delivered,Engineering,CC-005,PO-62571,INV-514083,Marriott Hotels - Travel - Lodging,EMP-1049,Pending
TXN-03679,2024-01-13,Twilio,Software - Communications,200,USD,delivered,Marketing,CC-001,PO-32863,INV-662687,Twilio - Software - Communications,EMP-1050,Rejected
TXN-03680,2024-08-08,Verizon,Utilities - Telecom,200,USD,invoiced,Operations,CC-003,PO-33857,INV-173859,Verizon - Utilities - Telecom,EMP-1156,Rejected
TXN-03681,2024-02-21,Lyft,Travel - Ground,60,USD,invoiced,Marketing,CC-001,PO-72082,INV-617854,Lyft - Travel - Ground,EMP-1202,Pending
TXN-03682,2024-07-24,Starbucks,Meals & Entertainment,5,USD,delivered,Engineering,CC-001,PO-73095,INV-295414,Starbucks - Meals & Entertainment,EMP-1237,Pending
TXN-03683,2025-01-29,LinkedIn Ads,Marketing - Digital,1000,USD,delivered,Engineering,CC-003,PO-50788,INV-779330,LinkedIn Ads - Marketing - Digital,EMP-1191,Pending
TXN-03684,2024-11-25,McKinsey,Professional Services,6000,USD,pending,HR,CC-004,PO-25002,INV-170281,McKinsey - Professional Services,EMP-1009,Rejected
TXN-03685,2024-12-09,Grubhub,Meals & Entertainment,180,USD,paid,Sales,CC-002,PO-62043,INV-376135,Grubhub - Meals & Entertainment,EMP-1177,Approved
TXN-03686,2025-03-02,Google Ads,Marketing - Digital,500,USD,invoiced,HR,CC-001,PO-28589,INV-684831,Google Ads - Marketing - Digital,EMP-1233,Rejected
TXN-03687,2024-11-10,Apple,Hardware - Equipment,799,USD,paid,Marketing,CC-003,PO-12776,INV-409351,Apple - Hardware - Equipment,EMP-1083,Rejected
TXN-03688,2024-06-28,Google Cloud,Software - Cloud,1850,USD,pending,Marketing,CC-003,PO-26784,INV-244146,Google Cloud - Software - Cloud,EMP-1206,Rejected
TXN-03689,2025-02-22,LinkedIn Ads,Marketing - Digital,1000,USD,completed,Finance,CC-003,PO-27242,INV-701960,LinkedIn Ads - Marketing - Digital,EMP-1074,Approved
TXN-03690,2024-04-01,AWS,Software - Cloud,10000,USD,invoiced,Engineering,CC-002,PO-43349,INV-582156,AWS - Software - Cloud,EMP-1210,Pending
TXN-03691,2024-06-13,Time Warner,Utilities - Internet,180,USD,invoiced,Operations,CC-004,PO-53226,INV-295526,Time Warner - Utilities - Internet,EMP-1204,Approved
TXN-03692,2024-12-21,Salesforce,Software - SaaS,600,USD,delivered,Engineering,CC-001,PO-22250,INV-998433,Salesforce - Software - SaaS,EMP-1183,Pending
TXN-03693,2024-09-13,DHL,Shipping & Logistics,400,USD,delivered,HR,CC-004,PO-65142,INV-559404,DHL - Shipping & Logistics,EMP-1028,Pending
TXN-03694,2025-03-26,PwC,Professional Services,40000,USD,pending,Sales,CC-002,PO-60863,INV-391628,PwC - Professional Services,EMP-1222,Rejected
TXN-03695,2024-10-10,Amazon Business,Office Supplies,500,USD,paid,Engineering,CC-005,,INV-282646,Amazon Business - Office Supplies,EMP-1177,Approved
TXN-03696,2024-11-01,Accenture,Professional Services,3000,USD,pending,Operations,CC-003,PO-40008,INV-245455,Accenture - Professional Services,EMP-1201,Approved
TXN-03697,2024-01-23,GitHub,Software - Development,500,USD,invoiced,Engineering,CC-001,PO-27066,INV-731969,GitHub - Software - Development,EMP-1240,Pending
TXN-03698,2024-05-17,Amazon,Hardware - Equipment,299,USD,invoiced,Finance,CC-001,PO-91422,INV-838315,Amazon - Hardware - Equipment,EMP-1156,Rejected
TXN-03699,2025-01-12,American Airlines,Travel - Airfare,950,USD,paid,Engineering,CC-005,PO-42587,INV-233924,American Airlines - Travel - Airfare,EMP-1237,Pending
TXN-03700,2024-11-17,Twilio,Software - Communications,200,USD,invoiced,HR,CC-001,PO-39285,INV-118584,Twilio - Software - Communications,EMP-1069,Approved
TXN-03701,2024-10-29,Uber,Travel - Ground,65,USD,pending,Engineering,CC-003,PO-39794,INV-923195,Uber - Travel - Ground,EMP-1139,Rejected
TXN-03702,2024-12-02,HubSpot,Marketing - Software,200,USD,completed,HR,CC-005,PO-27750,INV-580322,HubSpot - Marketing - Software,EMP-1099,Pending
TXN-03703,2024-12-08,Stripe,Software - Payments,100,USD,delivered,Operations,CC-003,PO-50871,INV-493931,Stripe - Software - Payments,EMP-1127,Rejected
TXN-03704,2024-12-26,UberEats Inc,Meals & Entertainment,185,USD,completed,Operations,CC-004,PO-74355,INV-824116,UberEats Inc - Meals & Entertainment,EMP-1172,Rejected
TXN-03705,2025-02-01,Amazon,Hardware - Equipment,299,USD,invoiced,HR,CC-003,PO-39811,INV-696204,Amazon - Hardware - Equipment,EMP-1158,Approved
TXN-03706,2024-01-27,AWS,Software - Cloud,10000,USD,paid,Marketing,CC-001,PO-14054,INV-218508,AWS - Software - Cloud,EMP-1214,Approved
TXN-03707,2024-06-23,Dell,Hardware - Equipment,2500,USD,pending,Engineering,CC-004,PO-56347,INV-560598,Dell - Hardware - Equipment,EMP-1126,Pending
TXN-03708,2024-11-20,Microsoft Azure,Software - Cloud,800,USD,delivered,Engineering,CC-003,PO-30252,INV-596891,Microsoft Azure - Software - Cloud,EMP-1246,Rejected
TXN-03709,2024-06-02,UberEats,Meals & Entertainment,20,USD,completed,Operations,CC-002,PO-47958,INV-313276,UberEats - Meals & Entertainment,EMP-1108,Pending
TXN-03710,2025-02-24,Southwest Airlines,Travel - Airfare,150,USD,delivered,Sales,CC-003,PO-43868,INV-296449,Southwest Airlines - Travel - Airfare,EMP-1172,Approved
TXN-03711,2025-03-25,PwC,Professional Services,8000,USD,paid,Marketing,CC-005,PO-34260,INV-944357,PwC - Professional Services,EMP-1150,Approved
TXN-03712,2024-12-09,Google Cloud,Software - Cloud,950,USD,pending,Finance,CC-004,,INV-162625,Google Cloud - Software - Cloud,EMP-1070,Pending
TXN-03713,2024-10-14,Microsoft Azure,Software - Cloud,3000,USD,paid,Operations,CC-005,PO-36009,INV-524954,Microsoft Azure - Software - Cloud,EMP-1114,Approved
TXN-03714,2024-12-03,Zoom,Software - SaaS,299,USD,paid,Engineering,CC-003,PO-51318,INV-897453,Zoom - Software - SaaS,EMP-1039,Approved
TXN-03715,2025-03-27,Xero,Accounting Software,99,USD,completed,Engineering,CC-004,PO-39810,INV-335074,Xero - Accounting Software,EMP-1108,Approved
TXN-03716,2024-08-18,Datadog,Software - Monitoring,800,USD,paid,Engineering,CC-005,PO-74960,INV-226492,Datadog - Software - Monitoring,EMP-1072,Rejected
TXN-03717,2024-10-15,Apple,Hardware - Equipment,199,USD,invoiced,Sales,CC-001,PO-82557,INV-592667,Apple - Hardware - Equipment,EMP-1093,Approved
TXN-03718,2024-02-25,DoorDash,Meals & Entertainment,100,USD,completed,Finance,CC-001,PO-32900,INV-139985,DoorDash - Meals & Entertainment,EMP-1170,Approved
TXN-03719,2024-03-30,FedEx,Shipping & Logistics,45,USD,pending,Marketing,CC-001,PO-76902,INV-410339,FedEx - Shipping & Logistics,EMP-1040,Pending
TXN-03720,2024-09-26,LawDepot,Legal Services,200,USD,pending,Engineering,CC-002,PO-84893,INV-370059,LawDepot - Legal Services,EMP-1018,Approved
TXN-03721,2024-01-24,HubSpot,Marketing - Software,1200,USD,paid,Marketing,CC-004,PO-71906,INV-816840,HubSpot - Marketing - Software,EMP-1015,Pending
TXN-03722,2025-03-04,Herman Miller,Furniture - Fixed Asset,3000,USD,pending,Engineering,CC-002,PO-42058,INV-655457,Herman Miller - Furniture - Fixed Asset,EMP-1223,Rejected
TXN-03723,2024-12-12,FedEx,Shipping & Logistics,20,USD,delivered,Operations,CC-003,PO-67384,INV-571042,FedEx - Shipping & Logistics,EMP-1189,Pending
TXN-03724,2025-01-11,AT&T,Utilities - Telecom,300,USD,invoiced,Marketing,CC-001,PO-36649,INV-388221,AT&T - Utilities - Telecom,EMP-1009,Approved
TXN-03725,2024-05-16,Google Cloud,Software - Cloud,4000,USD,pending,HR,CC-003,,INV-788639,Google Cloud - Software - Cloud,EMP-1227,Approved
TXN-03726,2024-03-04,Comcast,Utilities - Internet,120,USD,completed,Operations,CC-003,,INV-322130,Comcast - Utilities - Internet,EMP-1187,Pending
TXN-03727,2024-10-22,Lenovo,Hardware - Equipment,2000,USD,invoiced,Operations,CC-003,,INV-589473,Lenovo - Hardware - Equipment,EMP-1214,Pending
TXN-03728,2024-11-30,Steelcase,Furniture - Fixed Asset,1800,USD,delivered,Engineering,CC-001,PO-95431,INV-474978,Steelcase - Furniture - Fixed Asset,EMP-1097,Approved
TXN-03729,2024-12-18,Starbucks,Meals & Entertainment,5,USD,pending,Engineering,CC-002,PO-14311,INV-335082,Starbucks - Meals & Entertainment,EMP-1127,Rejected
TXN-03730,2025-01-18,Airbnb,Travel - Lodging,300,USD,completed,Marketing,CC-003,PO-79973,INV-288946,Airbnb - Travel - Lodging,EMP-1245,Pending
TXN-03731,2024-01-10,Amazon Inc,Hardware - Equipment,1200,USD,pending,Engineering,CC-005,PO-42461,INV-477379,Amazon Inc - Hardware - Equipment,EMP-1053,Approved
TXN-03732,2024-06-04,Staples,Office Supplies,50,USD,invoiced,Sales,CC-001,,INV-977617,Staples - Office Supplies,EMP-1109,Rejected
TXN-03733,2024-02-18,HubSpot,Marketing - Software,50,USD,paid,Marketing,CC-001,PO-26029,INV-645732,HubSpot - Marketing - Software,EMP-1041,Approved
TXN-03734,2024-08-10,GOOGLE ADS,Marketing - Digital,500,USD,delivered,HR,CC-004,PO-11526,INV-304167,GOOGLE ADS - Marketing - Digital,EMP-1250,Approved
TXN-03735,2025-01-19,AWS,Software - Cloud,2341,USD,completed,Sales,CC-003,PO-56499,INV-161630,AWS - Software - Cloud,EMP-1033,Approved
TXN-03736,2024-06-10,Starbucks,Meals & Entertainment,7,USD,invoiced,HR,CC-003,,INV-652299,Starbucks - Meals & Entertainment,EMP-1123,Rejected
TXN-03737,2025-01-08,Office Depot,Office Supplies,75,USD,invoiced,HR,CC-004,PO-71665,INV-281963,Office Depot - Office Supplies,EMP-1222,Approved
TXN-03738,2025-02-03,Twilio,Software - Communications,500,USD,completed,Finance,CC-004,PO-39622,INV-468642,Twilio - Software - Communications,EMP-1197,Pending
TXN-03739,2025-01-04,Hilton Hotels,Travel - Lodging,700,USD,delivered,Engineering,CC-001,PO-35909,INV-265569,Hilton Hotels - Travel - Lodging,EMP-1141,Rejected
TXN-03740,2024-09-24,Dell,Hardware - Equipment,1200,USD,pending,HR,CC-002,PO-78794,INV-423192,Dell - Hardware - Equipment,EMP-1118,Pending
TXN-03741,2024-05-09,lawdepot,Legal Services,1000,USD,invoiced,Marketing,CC-002,PO-76247,INV-821546,lawdepot - Legal Services,EMP-1091,Approved
TXN-03742,2024-06-15,deloitte,Professional Services,5000,USD,pending,Finance,CC-001,PO-25609,INV-453061,deloitte - Professional Services,EMP-1046,Rejected
TXN-03743,2025-01-24,Steelcase,Furniture - Fixed Asset,1800,USD,invoiced,Operations,CC-003,PO-86683,INV-728320,Steelcase - Furniture - Fixed Asset,EMP-1076,Rejected
TXN-03744,2025-01-08,Herman Miller,Furniture - Fixed Asset,800,USD,invoiced,Operations,CC-004,PO-38479,INV-344444,Herman Miller - Furniture - Fixed Asset,EMP-1085,Rejected
TXN-03745,2024-02-04,PwC,Professional Services,20000,USD,invoiced,HR,CC-002,PO-25322,INV-956217,PwC - Professional Services,EMP-1100,Rejected
TXN-03746,2025-01-29,DoorDash,Meals & Entertainment,25,USD,pending,Engineering,CC-005,PO-90576,INV-572130,DoorDash - Meals & Entertainment,EMP-1033,Pending
TXN-03747,2024-07-15,Amazon,Hardware - Equipment,2499,USD,paid,Sales,CC-003,PO-77303,INV-412612,Amazon - Hardware - Equipment,EMP-1150,Rejected
TXN-03748,2024-04-02,Time Warner,Utilities - Internet,180,USD,invoiced,Marketing,CC-004,PO-88488,INV-680644,Time Warner - Utilities - Internet,EMP-1092,Pending
TXN-03749,2024-04-25,DHL,Shipping & Logistics,400,USD,completed,Finance,CC-005,PO-50496,INV-408389,DHL - Shipping & Logistics,EMP-1151,Rejected
TXN-03750,2024-09-26,Amazon,Hardware - Equipment,99,USD,paid,Marketing,CC-003,,INV-677277,Amazon - Hardware - Equipment,EMP-1112,Rejected
TXN-03751,2024-09-18,AWS,Software - Cloud,5000,USD,pending,Marketing,CC-005,,INV-666434,AWS - Software - Cloud,EMP-1185,Rejected
TXN-03752,2024-09-30,Zoom,Software - SaaS,299,USD,completed,HR,CC-005,PO-68407,INV-185061,Zoom - Software - SaaS,EMP-1179,Approved
TXN-03753,2024-09-28,FedEx,Shipping & Logistics,45,USD,paid,Sales,CC-002,PO-47497,INV-790313,FedEx - Shipping & Logistics,EMP-1086,Pending
TXN-03754,2025-03-03,Time Warner,Utilities - Internet,100,USD,paid,Marketing,CC-005,PO-45125,INV-960259,Time Warner - Utilities - Internet,EMP-1211,Approved
TXN-03755,2024-03-07,Deloitte,Professional Services,50000,USD,completed,HR,CC-004,PO-37519,INV-641933,Deloitte - Professional Services,EMP-1066,Rejected
TXN-03756,2024-06-01,PwC,Professional Services,20000,USD,invoiced,Finance,CC-003,PO-97011,INV-403449,PwC - Professional Services,EMP-1227,Pending
TXN-03757,2024-02-10,Slack,Software - SaaS,299,USD,delivered,Sales,CC-003,PO-90512,INV-871304,Slack - Software - SaaS,EMP-1157,Approved
TXN-03758,2024-09-07,UberEats,Meals & Entertainment,45,USD,delivered,Sales,CC-001,PO-99779,INV-369806,UberEats - Meals & Entertainment,EMP-1082,Approved
TXN-03759,2025-01-22,Time Warner,Utilities - Internet,60,USD,pending,Engineering,CC-001,PO-64416,INV-912627,Time Warner - Utilities - Internet,EMP-1054,Approved
TXN-03760,2024-01-05,Verizon,Utilities - Telecom,200,USD,invoiced,Engineering,CC-003,PO-61280,INV-371059,Verizon - Utilities - Telecom,EMP-1181,Pending
TXN-03761,2024-03-24,UPS,Shipping & Logistics,50,USD,delivered,Sales,CC-003,PO-99735,INV-389067,UPS - Shipping & Logistics,EMP-1067,Approved
TXN-03762,2024-09-30,Google Cloud,Software - Cloud,1850,USD,delivered,HR,CC-002,PO-95424,INV-663493,Google Cloud - Software - Cloud,EMP-1024,Approved
TXN-03763,2024-06-23,Time Warner,Utilities - Internet,60,USD,completed,Finance,CC-003,PO-77431,INV-212952,Time Warner - Utilities - Internet,EMP-1065,Approved
TXN-03764,2024-03-27,Dell,Hardware - Equipment,500,USD,invoiced,HR,CC-002,PO-40986,INV-391147,Dell - Hardware - Equipment,EMP-1193,Pending
TXN-03765,2024-08-11,Amazon Business,Office Supplies,500,USD,pending,Finance,CC-005,PO-69586,INV-921047,Amazon Business - Office Supplies,EMP-1200,Pending
